Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
5;Championat de France;Exterieur;Victoire;Angers;;Banc;M. Lisowa Mbaka;17;38;0,63;17,63;2;4;0,5;2;4;0,5;0;0;;1;2;0,5;;;;;;;;5;1;3;4;2;3;0;0;0;5;2;6;5;33;M. Lisowa Mbaka
5;Championat de France;Exterieur;Victoire;Angers;;Banc;TOTAUX EQUIPE;;;;;35;57;0,614035088;25;38;0,657894737;10;19;0,526315789;9;14;0,642857143;10;40;9;12;27;27;9;89;7;34;41;19;17;3;0;3;21;19;0;108;;TOTAUX EQUIPE
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Starter;K. Smalls;28;2;0,03;28,03;4;9;0,444444444;3;4;0,75;1;5;0,2;0;0;;;;;;;;;9;0;1;1;5;3;3;1;0;0;0;16;11;3;K. Smalls
6;Championat de France;Domicile;Victoire;Charleville-Mézières;Capitaine;Starter;C. Heriaud;28;17;0,28;28,28;2;4;0,5;0;1;0;2;3;0,666666667;2;2;1;;;;;;;;8;1;0;1;7;3;3;0;1;2;4;6;14;6;C. Heriaud(C)
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Starter;K. Diaby;21;46;0,77;21,77;4;9;0,444444444;4;9;0,444444444;0;0;;4;4;1;;;;;;;;12;4;3;7;2;3;0;0;0;3;5;9;13;22;K. Diaby
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Starter;K. Burke;30;34;0,57;30,57;9;15;0,6;6;8;0,75;3;7;0,428571429;2;2;1;;;;;;;;23;4;3;7;2;3;5;0;0;2;3;8;28;25;K. Burke
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Starter;J. Salaun;24;28;0,47;24,47;4;7;0,571428571;2;3;0,666666667;2;4;0,5;2;3;0,666666667;;;;;;;;12;0;6;6;1;3;2;1;0;2;2;5;15;31;J. Salaun
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;S. Zellous;23;56;0,93;23,93;2;7;0,285714286;1;2;0,5;1;5;0,2;2;2;1;;;;;;;;7;0;5;5;3;6;1;0;0;1;2;9;5;1;S. Zellous
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;E. Lutbert;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2;E. Lutbert
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;C. Causeur;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;4;C. Causeur
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;A. Gueye;7;54;0,9;7,9;0;1;0;0;1;0;0;0;;2;2;1;;;;;;;;2;1;2;3;1;0;0;0;1;1;1;-3;5;5;A. Gueye
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;C. Abraham;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;C. Abraham
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;M. Hirsch;19;46;0,77;19,77;2;7;0,285714286;2;3;0,666666667;0;4;0;1;2;0,5;;;;;;;;5;1;3;4;0;0;1;0;0;1;2;22;4;13;M. Hirsch
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;M. Lisowa Mbaka;15;17;0,28;15,28;1;2;0,5;1;1;1;0;1;0;2;4;0,5;;;;;;;;4;0;2;2;0;1;2;0;0;2;2;18;4;33;M. Lisowa Mbaka
6;Championat de France;Domicile;Victoire;Charleville-Mézières;;Banc;TOTAUX EQUIPE;;;;;28;61;0,459016393;19;32;0,59375;9;29;0,310344828;17;21;0,80952381;33;32;8;17;18;18;12;82;11;26;37;21;23;17;2;2;14;21;0;99;;TOTAUX EQUIPE
7;Championat de France;Exterieur;Victoire;Charnay;;Starter;K. Smalls;36;32;0,53;36,53;6;10;0,6;4;5;0,8;2;5;0,4;1;1;1;;;;;;;;15;2;6;8;4;2;0;0;0;1;1;17;21;3;K. Smalls
7;Championat de France;Exterieur;Victoire;Charnay;Capitaine;Starter;C. Heriaud;31;18;0,3;31,3;1;4;0,25;0;0;;1;4;0,25;0;0;;;;;;;;;3;2;3;5;4;2;1;1;0;3;2;12;9;6;C. Heriaud(C)
7;Championat de France;Exterieur;Victoire;Charnay;;Starter;K. Diaby;30;23;0,38;30,38;4;7;0,571428571;4;7;0,571428571;0;0;;6;6;1;;;;;;;;14;2;2;4;1;5;0;0;0;2;5;20;11;22;K. Diaby
7;Championat de France;Exterieur;Victoire;Charnay;;Starter;K. Burke;35;13;0,22;35,22;4;13;0,307692308;1;4;0,25;3;9;0,333333333;2;2;1;;;;;;;;13;0;8;8;2;2;2;0;0;4;2;21;14;25;K. Burke
7;Championat de France;Exterieur;Victoire;Charnay;;Starter;J. Salaun;32;55;0,92;32,92;6;13;0,461538462;4;8;0,5;2;5;0,4;7;10;0,7;;;;;;;;21;1;5;6;3;0;2;1;0;1;7;17;23;31;J. Salaun
7;Championat de France;Exterieur;Victoire;Charnay;;Banc;S. Zellous;22;19;0,32;22,32;1;6;0,166666667;0;2;0;1;4;0,25;2;2;1;;;;;;;;5;2;2;4;2;3;0;0;1;3;3;-13;3;1;S. Zellous
7;Championat de France;Exterieur;Victoire;Charnay;;Banc;A. Gueye;11;23;0,38;11,38;1;1;1;1;1;1;0;0;;0;4;0;;;;;;;;2;0;1;1;1;2;0;0;0;3;2;-11;-2;5;A. Gueye
7;Championat de France;Exterieur;Victoire;Charnay;;Banc;M. Hirsch;12;0;0;12;2;3;0,666666667;2;3;0,666666667;0;0;;0;0;;;;;;;;;4;0;4;4;1;1;0;1;0;2;0;-8;8;13;M. Hirsch
7;Championat de France;Exterieur;Victoire;Charnay;;Banc;M. Lisowa Mbaka;12;57;0,95;12,95;4;5;0,8;2;3;0,666666667;2;2;1;0;0;;;;;;;;;10;1;1;2;0;2;0;0;0;0;0;-10;9;33;M. Lisowa Mbaka
7;Championat de France;Exterieur;Victoire;Charnay;;Banc;TOTAUX EQUIPE;;;;;29;62;0,467741935;18;33;0,545454545;11;29;0,379310345;18;25;0,72;13;30;16;7;21;11;10;87;10;35;45;18;19;5;3;1;19;22;0;99;;TOTAUX EQUIPE
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Starter;K. Smalls;29;37;0,62;29,62;4;10;0,4;2;7;0,285714286;2;3;0,666666667;0;0;;;;;;;;;10;4;2;6;8;1;3;0;0;2;0;4;20;3;K. Smalls
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;Capitaine;Starter;C. Heriaud;20;7;0,12;20,12;1;3;0,333333333;0;1;0;1;2;0,5;0;0;;;;;;;;;3;1;0;1;1;1;1;0;1;2;2;-2;3;6;C. Heriaud(C)
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Starter;K. Diaby;26;7;0,12;26,12;7;13;0,538461538;7;13;0,538461538;0;0;;1;1;1;;;;;;;;15;1;2;3;1;0;1;0;1;1;5;5;14;22;K. Diaby
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Starter;K. Burke;27;26;0,43;27,43;2;13;0,153846154;2;9;0,222222222;0;4;0;2;2;1;;;;;;;;6;1;3;4;2;0;6;0;2;4;2;9;7;25;K. Burke
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Starter;J. Salaun;30;30;0,5;30,5;5;11;0,454545455;4;8;0,5;1;3;0,333333333;5;6;0,833333333;;;;;;;;16;0;7;7;1;0;0;0;0;3;4;-4;17;31;J. Salaun
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;S. Zellous;27;31;0,52;27,52;7;13;0,538461538;3;7;0,428571429;4;6;0,666666667;3;6;0,5;;;;;;;;21;2;3;5;2;1;1;0;0;2;4;6;19;1;S. Zellous
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;C. Causeur;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;4;C. Causeur
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;A. Gueye;10;16;0,27;10,27;1;3;0,333333333;1;3;0,333333333;0;0;;1;2;0,5;;;;;;;;3;2;0;2;1;0;0;0;0;2;1;-9;3;5;A. Gueye
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;E. Lutbert;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;8;E. Lutbert
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;C. Abraham;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;C. Abraham
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;M. Hirsch;16;15;0,25;16,25;3;10;0,3;2;7;0,285714286;1;3;0,333333333;1;2;0,5;;;;;;;;8;2;1;3;1;0;0;0;1;0;1;-13;4;13;M. Hirsch
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;M. Lisowa Mbaka;12;10;0,17;12,17;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;0;0;3;0;0;0;0;0;0;-6;2;33;M. Lisowa Mbaka
8;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;30;77;0,38961039;21;56;0,375;9;21;0,428571429;13;19;0,684210526;28;32;23;8;32;7;8;82;20;20;40;20;7;12;0;5;16;19;0;94;;TOTAUX EQUIPE
9;Championat de France;Domicile;Victoire;Landerneau;;Starter;K. Smalls;25;48;0,8;25,8;2;7;0,285714286;1;4;0,25;1;3;0,333333333;0;0;;;;;;;;;5;1;2;3;4;0;0;2;0;2;0;14;9;3;K. Smalls
9;Championat de France;Domicile;Victoire;Landerneau;Capitaine;Starter;C. Heriaud;28;4;0,07;28,07;4;10;0,4;2;4;0,5;2;6;0,333333333;0;0;;;;;;;;;10;1;3;4;6;3;1;0;0;1;3;16;12;6;C. Heriaud(C)
9;Championat de France;Domicile;Victoire;Landerneau;;Starter;K. Diaby;24;36;0,6;24,6;4;6;0,666666667;4;5;0,8;0;1;0;0;0;;;;;;;;;8;0;6;6;0;4;1;0;0;2;1;9;9;22;K. Diaby
9;Championat de France;Domicile;Victoire;Landerneau;;Starter;K. Burke;31;8;0,13;31,13;9;14;0,642857143;7;10;0,7;2;4;0,5;2;2;1;;;;;;;;22;1;7;8;2;0;1;0;0;3;2;23;28;25;K. Burke
9;Championat de France;Domicile;Victoire;Landerneau;;Starter;J. Salaun;32;18;0,3;32,3;5;13;0,384615385;4;9;0,444444444;1;4;0,25;3;3;1;;;;;;;;14;2;4;6;3;2;2;0;0;1;4;17;15;31;J. Salaun
9;Championat de France;Domicile;Victoire;Landerneau;;Banc;C. Causeur;1;12;0,2;1,2;1;1;1;1;1;1;0;0;;0;0;;;;;;;;;2;0;0;0;0;0;0;0;0;1;0;1;2;4;C. Causeur
9;Championat de France;Domicile;Victoire;Landerneau;;Banc;A. Gueye;15;48;0,8;15,8;0;5;0;0;3;0;0;2;0;3;6;0,5;;;;;;;;3;3;4;7;0;1;0;0;1;1;5;14;1;5;A. Gueye
9;Championat de France;Domicile;Victoire;Landerneau;;Banc;E. Lutbert;1;12;0,2;1,2;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;8;E. Lutbert
9;Championat de France;Domicile;Victoire;Landerneau;;Banc;C. Abraham;2;10;0,17;2,17;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;10;C. Abraham
9;Championat de France;Domicile;Victoire;Landerneau;;Banc;M. Hirsch;18;46;0,77;18,77;4;8;0,5;4;6;0,666666667;0;2;0;0;0;;;;;;;;;8;1;2;3;0;0;1;0;0;0;0;11;8;13;M. Hirsch
9;Championat de France;Domicile;Victoire;Landerneau;;Banc;M. Lisowa Mbaka;18;58;0,97;18,97;3;4;0,75;3;3;1;0;1;0;0;0;;;;;;;;;6;2;0;2;5;2;1;0;0;3;1;8;11;33;M. Lisowa Mbaka
9;Championat de France;Domicile;Victoire;Landerneau;;Banc;TOTAUX EQUIPE;;;;;32;68;0,470588235;26;45;0,577777778;6;23;0,260869565;8;11;0,727272727;17;44;14;4;19;23;16;78;13;30;43;20;13;7;2;1;14;16;0;98;;TOTAUX EQUIPE
10;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;K. Smalls;25;50;0,83;25,83;3;11;0,272727273;2;8;0,25;1;3;0,333333333;2;2;1;;;;;;;;9;2;5;7;3;3;1;0;2;4;2;5;9;3;K. Smalls
10;Championat de France;Exterieur;Defaite;Basket Landes;Capitaine;Starter;C. Heriaud;32;13;0,22;32,22;1;8;0,125;1;4;0,25;0;4;0;1;4;0,25;;;;;;;;3;0;3;3;4;3;0;0;1;2;3;-4;-3;6;C. Heriaud(C)
10;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;K. Diaby;27;42;0,7;27,7;6;10;0,6;6;9;0,666666667;0;1;0;1;2;0,5;;;;;;;;13;1;2;3;0;3;1;0;0;0;4;-11;9;22;K. Diaby
10;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;K. Burke;40;0;0;40;6;15;0,4;4;7;0,571428571;2;8;0,25;3;3;1;;;;;;;;17;0;5;5;2;1;3;1;1;2;3;-2;18;25;K. Burke
10;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;M. Lisowa Mbaka;30;59;0,98;30,98;3;5;0,6;3;4;0,75;0;1;0;1;4;0,25;;;;;;;;7;2;2;4;3;4;0;0;0;4;3;3;5;33;M. Lisowa Mbaka
10;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;C. Causeur;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;4;C. Causeur
10;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;A. Gueye;9;37;0,62;9,62;2;5;0,4;2;5;0,4;0;0;;0;0;;;;;;;;;4;1;5;6;0;0;2;0;1;2;2;4;9;5;A. Gueye
10;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;C. Abraham;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;C. Abraham
10;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;J. Salaun;33;39;0,65;33,65;3;8;0,375;2;5;0,4;1;3;0,333333333;4;6;0,666666667;;;;;;;;11;1;5;6;1;3;3;0;0;3;4;-5;11;31;J. Salaun
